tt_action_item_id,time_begin,order_date,manual_fill,tr_id,geom,building_address
53700336495,2026-01-06 09:50:00,2026-01-06,False,129964,POINT (37.69516819 55.67831299),"Коломенская ул., д.21"
53700336591,2026-01-06 14:01:00,2026-01-06,False,129964,POINT (37.69011192 55.67975332),"ул. Речников, д.21"
53700336584,2026-01-06 14:11:00,2026-01-06,False,129964,POINT (37.7053565 55.68430957),"Коломенская ул., д.3"
53700336511,2026-01-06 09:27:00,2026-01-06,False,129964,POINT (37.6663927 55.67711439),"ул. Новинки, д.1"
53700336517,2026-01-06 09:16:00,2026-01-06,False,129964,POINT (37.66383372 55.68333233),"просп. Андропова, д.22"
53700336510,2026-01-06 09:28:00,2026-01-06,False,129964,POINT (37.66567339 55.677722),"ул. Новинки, д.1"
53700336522,2026-01-06 09:08:00,2026-01-06,False,129964,POINT (37.69448379 55.69114304),
53700336509,2026-01-06 09:29:00,2026-01-06,False,129964,POINT (37.66492138 55.6799932),"просп. Андропова, д.19А"
53700336516,2026-01-06 09:17:00,2026-01-06,False,129964,POINT (37.663662 55.67967439),"просп. Андропова, д.28"
53700336508,2026-01-06 09:31:00,2026-01-06,False,129964,POINT (37.66618995 55.68529988),
53700336590,2026-01-06 14:03:00,2026-01-06,False,129964,POINT (37.68612322 55.67610673),
53700336507,2026-01-06 09:33:00,2026-01-06,False,129964,POINT (37.67218206 55.68608959),"Нагатинская наб., д.40А"
53700336512,2026-01-06 09:25:00,2026-01-06,False,129964,POINT (37.67354687 55.67654682),"ул. Новинки, д.17"
53700336589,2026-01-06 14:04:00,2026-01-06,False,129964,POINT (37.68466248 55.67537437),"Затонная ул., д.14, к.2"
53700336499,2026-01-06 09:44:00,2026-01-06,False,129964,POINT (37.69011192 55.67975332),"ул. Речников, д.21"
53700336619,2026-01-06 13:20:00,2026-01-06,False,129964,POINT (37.6908594 55.68040887),"ул. Речников, д.19"
53700336515,2026-01-06 09:20:00,2026-01-06,False,129964,POINT (37.66743278 55.67679834),"ул. Новинки, д.4"
53700336588,2026-01-06 14:06:00,2026-01-06,False,129964,POINT (37.69107562 55.67717012),"ул. Речников, д.25"
53700336524,2026-01-06 09:07:00,2026-01-06,False,129964,POINT (37.6942309 55.68900748),"Судостроительная ул., д.59"
53700336464,2026-01-06 06:47:00,2026-01-06,False,129964,POINT (37.6942309 55.68900748),"Судостроительная ул., д.59"
53700336523,2026-01-06 09:08:00,2026-01-06,False,129964,POINT (37.69518824 55.69024983),
53700336660,2026-01-06 12:56:00,2026-01-06,False,129964,POINT (37.70043845 55.68048736),"Коломенская ул., д.11"
53700336671,2026-01-06 12:39:00,2026-01-06,False,129964,POINT (37.68375678 55.68933952),"Нагатинская наб., д.54"
53700336666,2026-01-06 12:46:00,2026-01-06,False,129964,POINT (37.69340238 55.68430161),"ул. Речников, д.14, к.2, стр. 2"
